25917,2006,29562,0
23657,2013,28017,0
17345,2011,27577,1
14158,2011,24098,1
14806,2005,17818,0
16874,2021,25772,1
25159,1996,30908,0
15365,2004,20795,0
26581,1999,35252,0
25274,2006,35507,0
19565,2007,24463,1
28899,2008,32377,0
27235,2017,31828,0
14736,2014,24484,1
18941,1996,28660,0
24375,1998,34562,0
10586,2012,14885,1
16329,1996,19847,0
13447,2020,21243,1
22821,1997,34634,0
27552,2019,37579,0
24622,2006,29423,0
20735,2013,32502,0
28463,1998,35490,0
28791,2007,40222,0
28536,2019,33180,0
18348,2006,27545,1
20209,2001,28675,0
16480,2007,27505,1
12741,2016,24150,1
13936,2014,23226,1
15523,2006,19716,1
19571,2016,22718,1
24924,2006,31206,0
19147,1997,26472,0
12260,2008,19707,1
19246,2009,25156,1
25809,1996,32080,0
15139,2003,22343,0
12640,2012,17121,1
10074,2004,20971,0
14135,2003,18102,0
20412,1999,24884,0
21890,2008,31064,0
27416,2014,37123,0
26653,2016,33939,0
13950,2021,22368,1
20658,2007,32001,0
11940,1995,22954,0
14724,2018,18486,1
11009,2011,22878,1
20188,2002,30682,0
21423,2017,32402,0
23065,2012,26481,0
22789,2015,27740,0
28730,2004,32601,0
19528,2004,24432,0
20900,2003,32589,0
26762,2008,29995,0
17052,2000,28002,0
11395,2021,23027,1
18904,1999,22752,0
21062,2008,31930,0
28472,1995,33111,0
10671,2017,19475,1
16144,2015,27199,1
18702,2009,27126,1
13035,2017,17176,1
23099,2005,34620,0
14293,2008,18179,1
18913,2000,26906,0
11982,1995,19819,0
13710,2009,22348,1
16458,2016,21222,1
16774,2016,27151,1
10321,2016,19500,1
14061,2019,19597,1
25140,2013,30775,0
17353,2014,25990,1
13423,2010,24156,1
