10 Apr 2011	60	145	809	17.08 MB
11 Apr 2011	32	60	410	7.63 MB
12 Apr 2011	129	255	1,488	27.13 MB
13 Apr 2011	101	187	1,088	21.92 MB
14 Apr 2011	124	228	1,437	25.12 MB
15 Apr 2011	108	252	1,288	25.92 MB
16 Apr 2011	87	148	939	20.07 MB
17 Apr 2011	89	148	1,057	21.26 MB
18 Apr 2011	135	268	1,524	29.06 MB
19 Apr 2011	124	177	1,432	26.65 MB
20 Apr 2011	126	257	1,559	27.46 MB
21 Apr 2011	139	285	1,751	33.67 MB
22 Apr 2011	107	295	1,547	28.23 MB
23 Apr 2011	81	156	878	17.82 MB
24 Apr 2011	63	165	915	19.94 MB
25 Apr 2011	130	316	1,623	43.50 MB
26 Apr 2011	141	306	1,739	39.87 MB
27 Apr 2011	152	248	1,628	42.80 MB
28 Apr 2011	156	249	1,668	43.62 MB
29 Apr 2011	132	231	1,555	48.06 MB
30 Apr 2011	99	192	1,114	33.34 MB
01 May 2011	70	150	818	25.10 MB
02 May 2011	156	299	1,697	49.41 MB
03 May 2011	127	286	1,422	35.41 MB
04 May 2011	171	369	2,105	51.47 MB
05 May 2011	154	286	1,760	44.14 MB
06 May 2011	132	282	1,511	41.47 MB
07 May 2011	100	181	1,103	31.57 MB
08 May 2011	89	186	1,005	29.82 MB
09 May 2011	132	274	1,694	46.67 MB
10 May 2011	161	297	1,764	55.42 MB
11 May 2011	144	342	1,852	38.24 MB
12 May 2011	167	339	2,087	64.97 MB
13 May 2011	156	322	1,870	47.55 MB
14 May 2011	87	184	1,037	30.18 MB
15 May 2011	82	153	994	33.16 MB
16 May 2011	134	239	1,544	43.34 MB
17 May 2011	152	271	1,745	55.21 MB
18 May 2011	142	346	1,831	48.78 MB
19 May 2011	148	246	1,649	48.95 MB
20 May 2011	159	316	1,951	60.13 MB
21 May 2011	83	194	984	32.59 MB
22 May 2011	77	117	732	32.53 MB
23 May 2011	153	268	1,534	52.02 MB
24 May 2011	152	309	1,664	61.32 MB
25 May 2011	159	314	1,916	53.83 MB
26 May 2011	133	253	1,444	43.01 MB
27 May 2011	159	349	1,937	65.01 MB
28 May 2011	103	181	1,112	49.25 MB
29 May 2011	84	194	883	38.52 MB
30 May 2011	118	210	1,364	43.58 MB
31 May 2011	185	322	1,986	61.67 MB
01 Jun 2011	145	287	1,604	45.95 MB
02 Jun 2011	153	348	1,626	51.27 MB
03 Jun 2011	154	223	1,482	45.52 MB
04 Jun 2011	93	197	1,106	37.42 MB
05 Jun 2011	97	197	1,034	39.04 MB
06 Jun 2011	137	264	1,494	47.25 MB
07 Jun 2011	159	422	2,009	64.00 MB
08 Jun 2011	150	297	1,550	52.42 MB
09 Jun 2011	147	394	1,993	73.55 MB
10 Jun 2011	121	245	1,298	38.74 MB
11 Jun 2011	95	207	1,021	30.28 MB
12 Jun 2011	102	225	1,114	41.75 MB
13 Jun 2011	160	328	1,860	59.33 MB
14 Jun 2011	189	395	2,073	72.32 MB
15 Jun 2011	182	440	2,340	80.01 MB
16 Jun 2011	198	477	2,416	83.29 MB
17 Jun 2011	208	499	2,471	76.92 MB
18 Jun 2011	146	336	1,690	75.48 MB
19 Jun 2011	117	395	1,878	75.56 MB
20 Jun 2011	188	436	2,351	73.55 MB
21 Jun 2011	189	412	2,372	83.39 MB
22 Jun 2011	191	425	2,455	88.01 MB
23 Jun 2011	195	347	2,226	83.97 MB
24 Jun 2011	164	352	2,015	76.06 MB
25 Jun 2011	96	221	1,235	45.63 MB
26 Jun 2011	88	203	1,126	38.80 MB
27 Jun 2011	184	424	2,147	87.31 MB
28 Jun 2011	195	449	2,492	79.15 MB
29 Jun 2011	182	476	2,249	69.97 MB
30 Jun 2011	194	455	2,485	75.88 MB
01 Jul 2011	141	266	1,513	52.66 MB
02 Jul 2011	87	237	1,181	40.33 MB
03 Jul 2011	89	216	1,247	48.70 MB
04 Jul 2011	157	322	1,869	73.84 MB
05 Jul 2011	187	420	2,312	87.42 MB
06 Jul 2011	185	378	2,363	87.67 MB
07 Jul 2011	190	384	2,070	73.50 MB
08 Jul 2011	190	484	2,921	103.07 MB
09 Jul 2011	114	280	1,431	50.50 MB
10 Jul 2011	92	201	1,042	31.87 MB
11 Jul 2011	153	307	1,861	65.48 MB
12 Jul 2011	212	397	2,387	99.15 MB
13 Jul 2011	191	361	2,133	92.77 MB
14 Jul 2011	202	409	2,272	75.20 MB
15 Jul 2011	184	350	1,942	71.32 MB
16 Jul 2011	147	296	1,747	63.87 MB
17 Jul 2011	130	272	1,536	50.16 MB
18 Jul 2011	237	428	2,816	91.93 MB
19 Jul 2011	228	439	2,551	95.19 MB
20 Jul 2011	228	442	2,593	92.20 MB
21 Jul 2011	233	459	2,832	99.16 MB
22 Jul 2011	228	412	2,432	93.92 MB
23 Jul 2011	114	218	1,228	41.79 MB
24 Jul 2011	99	224	1,124	43.94 MB
25 Jul 2011	237	419	2,624	95.88 MB
26 Jul 2011	234	457	2,573	90.91 MB
27 Jul 2011	235	466	2,651	88.02 MB
28 Jul 2011	237	446	2,679	90.69 MB
29 Jul 2011	233	526	2,653	87.78 MB
30 Jul 2011	135	268	1,433	57.19 MB
31 Jul 2011	119	312	1,379	51.06 MB
01 Aug 2011	243	601	3,123	97.32 MB
02 Aug 2011	280	490	2,766	101.02 MB
03 Aug 2011	223	490	2,621	79.79 MB
04 Aug 2011	271	588	3,201	110.16 MB
05 Aug 2011	233	399	2,406	92.52 MB
06 Aug 2011	154	381	1,744	56.16 MB
07 Aug 2011	162	398	1,989	67.41 MB
08 Aug 2011	258	611	3,428	112.40 MB
09 Aug 2011	277	555	3,217	96.41 MB
10 Aug 2011	242	592	2,871	78.72 MB
11 Aug 2011	245	507	2,987	74.49 MB
12 Aug 2011	210	416	2,308	77.85 MB
13 Aug 2011	114	250	1,311	47.42 MB
14 Aug 2011	159	433	2,119	77.16 MB
15 Aug 2011	203	416	2,340	71.88 MB
16 Aug 2011	231	478	2,638	93.18 MB
17 Aug 2011	237	489	2,645	77.50 MB
18 Aug 2011	231	471	2,685	79.27 MB
19 Aug 2011	213	466	2,532	70.00 MB
20 Aug 2011	153	268	1,590	42.22 MB
21 Aug 2011	150	300	1,758	59.15 MB
22 Aug 2011	228	484	2,671	84.40 MB
23 Aug 2011	226	472	2,565	75.99 MB
24 Aug 2011	236	472	2,539	81.69 MB
25 Aug 2011	281	613	3,262	103.33 MB
26 Aug 2011	249	494	2,555	77.61 MB
27 Aug 2011	158	353	1,669	52.94 MB
28 Aug 2011	135	271	1,498	48.82 MB
29 Aug 2011	286	570	3,264	124.51 MB
30 Aug 2011	291	674	3,317	126.34 MB
31 Aug 2011	255	620	3,261	109.08 MB
01 Sep 2011	268	491	2,683	84.06 MB
02 Sep 2011	247	458	2,696	82.46 MB
03 Sep 2011	125	297	1,484	46.57 MB
04 Sep 2011	146	360	2,273	101.17 MB
05 Sep 2011	220	397	2,417	70.32 MB
06 Sep 2011	267	767	3,555	112.49 MB
07 Sep 2011	249	516	2,825	82.26 MB
08 Sep 2011	280	604	3,331	85.67 MB
09 Sep 2011	291	789	3,553	91.29 MB
10 Sep 2011	169	359	1,855	45.83 MB
11 Sep 2011	183	431	2,123	68.53 MB
12 Sep 2011	285	634	3,451	92.61 MB
13 Sep 2011	318	567	3,682	111.56 MB
14 Sep 2011	290	593	3,283	105.82 MB
15 Sep 2011	293	513	3,051	93.57 MB
16 Sep 2011	260	562	3,250	97.67 MB
17 Sep 2011	178	312	1,733	46.37 MB
18 Sep 2011	191	318	2,039	61.82 MB
19 Sep 2011	293	688	3,235	98.09 MB
20 Sep 2011	329	638	3,621	103.49 MB
21 Sep 2011	330	649	4,123	130.53 MB
22 Sep 2011	318	624	3,413	98.77 MB
23 Sep 2011	299	569	3,376	94.95 MB
24 Sep 2011	179	292	1,823	64.06 MB
25 Sep 2011	158	264	1,535	65.36 MB
26 Sep 2011	305	525	3,321	104.15 MB
27 Sep 2011	284	490	3,338	105.84 MB
28 Sep 2011	302	532	3,311	107.07 MB
29 Sep 2011	291	609	3,692	111.46 MB
30 Sep 2011	255	510	3,066	95.45 MB
01 Oct 2011	172	362	2,110	78.29 MB
02 Oct 2011	176	363	2,045	64.38 MB
03 Oct 2011	293	526	3,164	100.83 MB
04 Oct 2011	292	565	3,606	107.77 MB
05 Oct 2011	296	502	3,093	97.35 MB
06 Oct 2011	288	604	3,458	104.89 MB
07 Oct 2011	289	609	3,520	105.46 MB
08 Oct 2011	201	356	2,068	57.53 MB
09 Oct 2011	207	359	2,150	52.71 MB
10 Oct 2011	305	581	3,673	111.94 MB
11 Oct 2011	340	671	3,946	104.91 MB
12 Oct 2011	344	556	3,543	89.81 MB
13 Oct 2011	370	668	4,220	119.26 MB
14 Oct 2011	405	728	4,145	111.72 MB
15 Oct 2011	195	382	1,987	51.73 MB
16 Oct 2011	208	345	1,966	59.87 MB
17 Oct 2011	379	612	4,077	116.93 MB
18 Oct 2011	390	653	4,271	107.33 MB
19 Oct 2011	404	715	4,549	124.37 MB
20 Oct 2011	355	613	3,863	105.47 MB
21 Oct 2011	315	557	3,556	95.49 MB
22 Oct 2011	202	442	2,573	72.53 MB
23 Oct 2011	221	416	2,329	75.45 MB
24 Oct 2011	383	722	4,612	120.52 MB
25 Oct 2011	406	814	4,917	143.88 MB
26 Oct 2011	362	636	4,098	116.34 MB
27 Oct 2011	350	627	4,298	129.91 MB
28 Oct 2011	337	627	3,612	92.74 MB
29 Oct 2011	254	515	3,156	89.65 MB
30 Oct 2011	271	499	3,278	94.60 MB
31 Oct 2011	354	710	4,332	129.53 MB
01 Nov 2011	393	706	4,557	132.35 MB
02 Nov 2011	393	720	4,745	120.18 MB
03 Nov 2011	403	777	4,532	139.54 MB
04 Nov 2011	373	729	4,308	129.55 MB
05 Nov 2011	239	520	2,764	77.34 MB
06 Nov 2011	242	455	2,561	71.31 MB
07 Nov 2011	390	760	4,368	126.35 MB
08 Nov 2011	417	797	4,962	123.07 MB
09 Nov 2011	413	803	4,830	145.22 MB
10 Nov 2011	356	675	3,915	127.67 MB
11 Nov 2011	330	597	3,630	134.01 MB
12 Nov 2011	206	395	2,328	64.19 MB
13 Nov 2011	214	419	2,422	82.25 MB
14 Nov 2011	363	709	3,983	121.66 MB
15 Nov 2011	395	1,141	4,585	119.70 MB
16 Nov 2011	433	1,021	5,389	150.20 MB
17 Nov 2011	388	763	4,380	110.19 MB
18 Nov 2011	367	730	4,021	133.01 MB
19 Nov 2011	238	448	2,664	66.92 MB
20 Nov 2011	259	465	2,649	84.33 MB
21 Nov 2011	433	16,830	20,906	353.52 MB
22 Nov 2011	400	7,456	11,022	221.85 MB
23 Nov 2011	400	822	4,298	117.94 MB
24 Nov 2011	369	790	4,206	121.48 MB
25 Nov 2011	306	684	3,777	124.14 MB
26 Nov 2011	249	688	2,972	94.14 MB
27 Nov 2011	231	499	2,673	76.55 MB
28 Nov 2011	390	709	4,537	132.90 MB
29 Nov 2011	425	763	4,531	135.50 MB
30 Nov 2011	402	785	4,947	142.87 MB
01 Dec 2011	391	665	4,180	120.47 MB
02 Dec 2011	343	669	3,854	112.92 MB
03 Dec 2011	269	607	3,164	90.84 MB
04 Dec 2011	239	564	2,916	89.21 MB
05 Dec 2011	431	857	4,827	167.65 MB
06 Dec 2011	416	876	4,912	172.62 MB
07 Dec 2011	421	803	4,338	129.45 MB
08 Dec 2011	362	705	3,977	116.83 MB
09 Dec 2011	332	694	3,600	104.27 MB
10 Dec 2011	234	469	2,446	78.41 MB
11 Dec 2011	253	458	2,461	74.74 MB
12 Dec 2011	364	729	4,017	117.34 MB
13 Dec 2011	390	776	4,384	122.72 MB
14 Dec 2011	407	764	4,120	130.83 MB
15 Dec 2011	400	728	4,235	131.92 MB
16 Dec 2011	353	634	3,696	119.57 MB
17 Dec 2011	247	428	2,378	72.11 MB
18 Dec 2011	260	465	2,721	95.38 MB
19 Dec 2011	359	808	4,129	126.02 MB
20 Dec 2011	446	881	4,849	152.97 MB
21 Dec 2011	372	1,152	4,499	120.99 MB
22 Dec 2011	383	721	3,953	123.69 MB
23 Dec 2011	286	533	3,083	99.41 MB
24 Dec 2011	197	391	1,958	69.37 MB
25 Dec 2011	177	339	1,636	46.76 MB
26 Dec 2011	229	486	2,412	76.59 MB
27 Dec 2011	291	658	3,432	104.71 MB
28 Dec 2011	309	609	3,202	90.63 MB
29 Dec 2011	329	702	3,716	124.98 MB
30 Dec 2011	274	618	3,190	85.52 MB
31 Dec 2011	203	509	2,405	87.54 MB
01 Jan 2012	181	382	2,101	65.52 MB
02 Jan 2012	319	675	3,657	125.19 MB
03 Jan 2012	332	816	4,228	133.68 MB
04 Jan 2012	366	847	4,621	149.23 MB
05 Jan 2012	357	715	4,010	142.65 MB
06 Jan 2012	377	756	4,069	126.11 MB
07 Jan 2012	321	907	4,308	110.23 MB
08 Jan 2012	287	686	3,427	130.87 MB
09 Jan 2012	413	967	4,955	167.10 MB
10 Jan 2012	834	2,234	10,917	321.28 MB
11 Jan 2012	790	2,092	9,722	284.13 MB
12 Jan 2012	594	1,401	7,298	215.32 MB
13 Jan 2012	445	1,109	5,319	148.45 MB
14 Jan 2012	344	1,539	4,479	123.97 MB
15 Jan 2012	343	792	3,651	112.08 MB
16 Jan 2012	460	1,075	5,347	146.50 MB
17 Jan 2012	509	1,169	6,613	189.90 MB
18 Jan 2012	531	5,376	10,131	232.85 MB
19 Jan 2012	579	5,304	10,711	268.25 MB
20 Jan 2012	490	1,002	5,561	177.08 MB
21 Jan 2012	334	823	3,571	110.97 MB
22 Jan 2012	358	757	3,784	128.71 MB
23 Jan 2012	499	964	5,409	155.13 MB
24 Jan 2012	534	1,202	6,321	206.15 MB
25 Jan 2012	584	1,190	6,847	225.53 MB
26 Jan 2012	481	995	5,956	208.30 MB
27 Jan 2012	559	1,140	6,457	251.44 MB
28 Jan 2012	330	744	3,773	130.91 MB
29 Jan 2012	397	779	4,518	145.17 MB
30 Jan 2012	512	1,079	6,162	195.28 MB
31 Jan 2012	589	1,637	7,410	207.48 MB
01 Feb 2012	585	1,180	7,167	218.12 MB
02 Feb 2012	534	1,143	6,656	193.28 MB
03 Feb 2012	502	1,111	6,548	200.50 MB
04 Feb 2012	381	708	4,369	125.60 MB
05 Feb 2012	380	870	4,755	147.55 MB
06 Feb 2012	562	1,251	6,914	209.03 MB
