"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.0",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","56.7",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.6",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","51.9",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.1",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","73.8",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","44.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.4",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.3",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.4",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.2",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.7",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.3",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","53.1",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.4",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.5",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","58.5",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","60.2",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.6",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","52.8",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.1",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.4",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","60.5",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.7",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.7",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","52.7",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.4",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","70.5",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.2",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","73.8",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.6",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.8",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.9",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.0",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.9",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.7",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","81.5",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","77.8",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.7",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","77.6",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","73.8",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.4",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","85.2",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","73.6",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","44.0",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","52.4",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","35.3",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","48.9",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.2",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","28.7",""
"Total","United States","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
