"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Austria","From 20 to 64 years","Percentage of total population","2009","Active population","77.3",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2009","Active population","83.0",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2009","Active population","71.6",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2009","Active population","70.6",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2009","Active population","78.6",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2009","Active population","63.0",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2009","Active population","78.7",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2009","Active population","84.0",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2009","Active population","73.7",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2009","Active population","68.0",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2009","Active population","76.4",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2009","Active population","59.7",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2009","Active population","76.3",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2009","Active population","80.3",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2009","Active population","72.1",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2009","Active population","75.1",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2009","Active population","83.9",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2009","Active population","66.5",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2009","Active population","79.4",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2009","Active population","81.3",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2009","Active population","77.5",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2009","Active population","84.5",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2009","Active population","87.6",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2009","Active population","81.2",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2009","Active population","79.1",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2009","Active population","86.2",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2009","Active population","72.1",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2009","Active population","86.3",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2009","Active population","90.4",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2009","Active population","81.9",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2009","Active population","82.8",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2009","Active population","85.8",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2009","Active population","79.6",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2009","Active population","70.1",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2009","Active population","85.0",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2009","Active population","54.9",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2009","Active population","54.5",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2009","Active population","80.1",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2009","Active population","29.4",""
"Total","United States","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
