"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Greece","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.6",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","44.3",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.9",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.0",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","54.8",""
"Total","France","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.3",""
"Males","France","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.2",""
"Females","France","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.6",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.8",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.6",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.1",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.2",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.2",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","54.2",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.9",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.7",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","50.3",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.6",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.6",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.9",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","70.7",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.5",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.8",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","70.6",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","72.1",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","78.4",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.5",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.7",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.5",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.2",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.4",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","80.4",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","52.0",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","75.4",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","81.1",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.7",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","74.2",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","78.3",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","70.1",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.5",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.6",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.4",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.6",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.3",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.2",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.7",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","74.0",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","57.3",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.7",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.6",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.6",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.9",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.2",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","58.6",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","74.0",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","72.1",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","80.0",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","82.2",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","77.6",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","76.2",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","81.9",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","70.6",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","84.9",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","88.0",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","81.7",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","79.6",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","81.9",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","77.1",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","82.3",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","87.1",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","77.4",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","51.3",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.6",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","40.8",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","53.2","b"
"Males","Turkey","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","75.0","b"
"Females","Turkey","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","31.6","b"
"Total","United States","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
