"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Estonia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","81.5",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.9",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.2",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.2",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.2",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","66.3",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.1",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","52.6",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.5",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.9",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","58.9",""
"Total","France","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.5",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.6",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.5",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.9",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.9",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","57.0",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","62.9",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.3",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","50.6",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","76.5",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","85.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.2",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.4",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","79.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.9",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.0",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.6",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.7",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.8",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.2",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","60.1",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","61.5",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.7",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","54.8",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","59.2",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","78.5",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","39.4",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","78.9",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","85.5",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.2",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.8",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.1",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","67.6",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.0",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.0",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","57.3",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.1",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","79.4",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","67.1",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.4",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.6",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","57.3",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.0",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.4",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.5",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.8",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.4",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","60.3",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.8",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","78.4",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.1",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.4",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","83.5",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.2",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.2","b"
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","81.9","b"
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.8","b"
"Total","Iceland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","85.3",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","89.9",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.4",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","81.8",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","84.8",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","78.6",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","46.3",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","56.2",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","36.2",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","48.4",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.7",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","24.9",""
"Total","United States","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
