"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","78.2",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.0",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.4",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","76.0",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","66.9",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.0",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","66.6",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","53.4",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.6",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.5",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","57.9",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.1",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.6",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","52.6",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.3",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.1",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.2",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.9",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","66.4",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","53.4",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","68.9",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.9",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.8",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.4",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","76.3",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.5",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","70.5",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","75.4",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.8",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","81.1",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","83.2",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.0",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","75.4",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","77.3",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.5",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.6",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","84.6",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.4",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","46.0",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","54.5",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","37.3",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","49.5",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.5",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","29.6",""
"Total","United States","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
