"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2013","Active population","79.8",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2013","Active population","86.9",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2013","Active population","73.2",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2013","Active population","79.1",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2013","Active population","82.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2013","Active population","76.2",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2013","Active population","79.3",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2013","Active population","82.1",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2013","Active population","76.7",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Active population","75.4",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Active population","82.3",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Active population","68.2",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2013","Active population","70.0",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2013","Active population","77.0",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2013","Active population","63.2",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2013","Active population","68.8",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2013","Active population","84.4",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2013","Active population","52.7",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2013","Active population","81.3",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2013","Active population","86.8",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2013","Active population","75.7",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2013","Active population","78.6",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2013","Active population","83.5",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2013","Active population","73.7",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2013","Active population","72.3",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2013","Active population","79.8",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2013","Active population","64.8",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2013","Active population","78.3",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2013","Active population","82.3",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2013","Active population","74.6",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2013","Active population","69.6",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2013","Active population","78.8",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2013","Active population","60.3",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2013","Active population","74.9",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2013","Active population","78.7",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2013","Active population","70.8",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2013","Active population","75.5",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2013","Active population","83.6",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2013","Active population","67.5",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2013","Active population","79.3",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2013","Active population","81.4",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2013","Active population","77.1",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2013","Active population","85.9",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2013","Active population","88.8",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2013","Active population","82.9",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2013","Active population","80.2",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2013","Active population","86.5",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2013","Active population","74.0",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2013","Active population","86.9",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2013","Active population","90.3",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2013","Active population","83.5",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2013","Active population","82.1",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2013","Active population","84.8",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2013","Active population","79.4",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2013","Active population","85.7",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2013","Active population","91.2",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2013","Active population","80.1",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2013","Active population","70.4",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2013","Active population","83.4",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2013","Active population","57.1",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2013","Active population","58.4",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2013","Active population","81.6",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2013","Active population","35.6",""
"Total","United States","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
