"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Croatia","From 15 to 64 years","Percentage of total population","2010","Active population","65.1",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2010","Active population","70.6",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2010","Active population","59.6",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2010","Active population","62.0",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2010","Active population","73.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2010","Active population","51.1",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2010","Active population","73.6",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2010","Active population","80.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2010","Active population","67.4",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2010","Active population","73.0",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2010","Active population","75.3",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2010","Active population","70.8",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2010","Active population","70.2",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2010","Active population","72.0",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2010","Active population","68.6",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Active population","68.2",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Active population","76.0",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Active population","60.3",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2010","Active population","61.9",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2010","Active population","67.8",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2010","Active population","56.3",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2010","Active population","60.4",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2010","Active population","77.8",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2010","Active population","42.5",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2010","Active population","78.2","b"
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2010","Active population","83.7","b"
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2010","Active population","72.6","b"
"Total","Austria","From 15 to 64 years","Percentage of total population","2010","Active population","74.4",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2010","Active population","80.0",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2010","Active population","68.9",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2010","Active population","65.3","b"
"Males","Poland","From 15 to 64 years","Percentage of total population","2010","Active population","72.1","b"
"Females","Poland","From 15 to 64 years","Percentage of total population","2010","Active population","58.5","b"
"Total","Portugal","From 15 to 64 years","Percentage of total population","2010","Active population","73.7",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2010","Active population","77.8",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2010","Active population","69.7",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2010","Active population","64.9","b"
"Males","Romania","From 15 to 64 years","Percentage of total population","2010","Active population","73.7","b"
"Females","Romania","From 15 to 64 years","Percentage of total population","2010","Active population","56.2","b"
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2010","Active population","71.5",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2010","Active population","75.4",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2010","Active population","67.4",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2010","Active population","68.7",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2010","Active population","76.1",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2010","Active population","61.3",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2010","Active population","74.5",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2010","Active population","76.4",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2010","Active population","72.5",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2010","Active population","79.1",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2010","Active population","81.9",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2010","Active population","76.2",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2010","Active population","75.4",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2010","Active population","81.5",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2010","Active population","69.3",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2010","Active population","84.7",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2010","Active population","87.6",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2010","Active population","81.8",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2010","Active population","78.1",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2010","Active population","80.6",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2010","Active population","75.5",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2010","Active population","82.4",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2010","Active population","88.3",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2010","Active population","76.4",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2010","Active population","64.2",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2010","Active population","77.7",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2010","Active population","50.4",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2010","Active population","51.9",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2010","Active population","74.5",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2010","Active population","29.6",""
"Total","United States","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
