"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2015","Active population","69.6",""
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2015","Active population","78.7",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2015","Active population","86.6",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2015","Active population","70.7",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2015","Active population","81.3",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2015","Active population","85.0",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2015","Active population","77.5",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2015","Active population","81.8",""
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2015","Active population","86.7",""
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2015","Active population","76.8",""
"Total","Estonia","From 20 to 64 years","Percentage of total population","2015","Active population","81.5",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2015","Active population","85.8",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2015","Active population","77.3",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2015","Active population","75.8",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2015","Active population","84.1",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2015","Active population","73.1",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2015","Active population","81.7",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2015","Active population","64.7",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2015","Active population","79.1",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2015","Active population","84.8",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2015","Active population","73.4",""
"Total","France","From 20 to 64 years","Percentage of total population","2015","Active population","77.3",""
"Males","France","From 20 to 64 years","Percentage of total population","2015","Active population","81.8",""
"Females","France","From 20 to 64 years","Percentage of total population","2015","Active population","73.0",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Active population","77.5",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Active population","81.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Active population","73.2",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2015","Active population","71.7",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2015","Active population","76.8",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2015","Active population","66.6",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2015","Active population","68.6",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2015","Active population","79.5",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2015","Active population","57.8",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2015","Active population","79.8",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2015","Active population","85.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2015","Active population","74.9",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2015","Active population","80.5",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2015","Active population","84.0",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2015","Active population","77.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2015","Active population","80.8",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2015","Active population","83.0",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2015","Active population","78.7",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Active population","75.7","b"
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Active population","81.3","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Active population","70.0","b"
"Total","Hungary","From 20 to 64 years","Percentage of total population","2015","Active population","73.8",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2015","Active population","81.0",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2015","Active population","66.7",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2015","Active population","71.3",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2015","Active population","85.8",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2015","Active population","56.2",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2015","Active population","81.5",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2015","Active population","87.2",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2015","Active population","75.9",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2015","Active population","78.7",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2015","Active population","83.4",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2015","Active population","74.0",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2015","Active population","73.2",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2015","Active population","80.5",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2015","Active population","66.0",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2015","Active population","79.1",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2015","Active population","82.9",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2015","Active population","75.5",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2015","Active population","70.8",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2015","Active population","80.7",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2015","Active population","60.7",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2015","Active population","76.0",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2015","Active population","79.7",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2015","Active population","72.0",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2015","Active population","76.2",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2015","Active population","83.4",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2015","Active population","69.0",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2015","Active population","79.9",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2015","Active population","81.6",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2015","Active population","78.2",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2015","Active population","86.2",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2015","Active population","88.7",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2015","Active population","83.7",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2015","Active population","80.6",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2015","Active population","86.6",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2015","Active population","74.7",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2015","Active population","89.6",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2015","Active population","92.7",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2015","Active population","86.5",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2015","Active population","82.4",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2015","Active population","85.0",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2015","Active population","79.6",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2015","Active population","86.6",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2015","Active population","91.4",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2015","Active population","81.8",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2015","Active population","70.2",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2015","Active population","83.8",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2015","Active population","56.2",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2015","Active population","59.9",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2015","Active population","82.7",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2015","Active population","37.2",""
"Total","United States","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2015","Active population",":",""
