"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Croatia","From 15 to 64 years","Percentage of total population","2009","Active population","60.3",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2009","Active population","62.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2009","Active population","73.5",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2009","Active population","51.1",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2009","Active population","73.0","b"
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2009","Active population","80.7","b"
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2009","Active population","66.0","b"
"Total","Latvia","From 15 to 64 years","Percentage of total population","2009","Active population","73.5",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2009","Active population","76.6",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2009","Active population","70.7",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2009","Active population","69.6",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2009","Active population","71.7",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2009","Active population","67.6",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Active population","68.7","b"
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Active population","76.6","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Active population","60.7","b"
"Total","Hungary","From 15 to 64 years","Percentage of total population","2009","Active population","61.2",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2009","Active population","67.7",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2009","Active population","55.0",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2009","Active population","59.4",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2009","Active population","77.0",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2009","Active population","41.2",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2009","Active population","79.7",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2009","Active population","85.3",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2009","Active population","74.1",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2009","Active population","74.3",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2009","Active population","80.0",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2009","Active population","68.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2009","Active population","64.7",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2009","Active population","71.8",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2009","Active population","57.8",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2009","Active population","73.4",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2009","Active population","78.2",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2009","Active population","68.9",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2009","Active population","63.1",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2009","Active population","70.9",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2009","Active population","55.4",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2009","Active population","71.8",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2009","Active population","75.6",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2009","Active population","67.9",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2009","Active population","68.4",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2009","Active population","76.3",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2009","Active population","60.6",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2009","Active population","75.0",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2009","Active population","76.4",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2009","Active population","73.5",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2009","Active population","78.9",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2009","Active population","81.4",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2009","Active population","76.4",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2009","Active population","75.7",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2009","Active population","82.0",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2009","Active population","69.5",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2009","Active population","84.6",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2009","Active population","87.7",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2009","Active population","81.3",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2009","Active population","78.9",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2009","Active population","81.3",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2009","Active population","76.4",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2009","Active population","64.0",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2009","Active population","77.6",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2009","Active population","50.0",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2009","Active population","50.8",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2009","Active population","74.0",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2009","Active population","27.8",""
"Total","United States","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
