"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Poland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","57.5",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.3",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.8",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.0",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.8",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.8",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","56.7",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.3",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.8",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.6",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.1",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.8",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","57.3",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.0",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.5",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","72.5",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.4",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","81.9",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.8",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.1",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","80.0",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.4",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","81.8",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","84.4",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.1",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","79.9",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","82.4",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","77.3",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","82.0",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","87.9",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.0",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","48.2",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","57.5",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","38.7",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","52.8",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","75.0",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","30.9",""
"Total","United States","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
