"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Austria","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","76.8",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.8",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","59.2",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","66.3",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","52.4",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.0",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.8",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","62.5",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","59.0",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.7",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","52.5",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.6",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.7",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.2",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","62.3",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.0",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","54.6",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.1",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.1",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","69.0",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","74.3",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","76.7",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.8",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.5","b"
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.4","b"
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.7","b"
"Total","Iceland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","83.6",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","87.3",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","79.6",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","78.0",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","80.5",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.4",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","41.9",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","50.7",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","32.9",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","44.9",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","66.6",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","23.5",""
"Total","United States","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
