"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Belgium","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.8",""
"Males","Belgium","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.5",""
"Females","Belgium","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","58.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.9",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.9",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.8",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.2",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","77.9",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.4",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.5",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.6",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.4",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.0",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","78.0",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.9",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.9",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.3",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.5",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.3",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.7",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","57.9",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","50.8",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.3",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","42.5",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","57.8",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.9",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","52.7",""
"Total","France","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.8",""
"Males","France","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.1",""
"Females","France","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.6",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.3",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.5",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.1",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","55.8",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.1",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","51.5",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","56.3",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.5",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","47.2",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.7",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.7",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.1",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.9",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.4",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.2",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.0",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.5",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.1","b"
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.3","b"
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.8","b"
"Total","Hungary","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.9",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.3",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","57.8",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.9",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.2",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","51.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.1",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","79.0",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.2",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.1",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.1",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.1",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.9",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.2",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","56.6",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.9",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.9",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.1",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.4",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.5",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","53.2",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.2",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.2",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.0",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.7",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.5",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","55.9",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.5",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.3",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.7",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.5",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","77.0",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.0",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.7",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","77.6",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.9",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","84.7",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","87.1",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","82.3",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.8",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.5",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.0",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","80.2",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","84.4",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.0",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","47.8",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","56.6",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","38.8",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","50.2",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.8",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","30.4",""
"Total","United States","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
