"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2011","Active population","70.3",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2011","Active population","73.9",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2011","Active population","66.5",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2011","Active population","68.7","b"
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2011","Active population","76.6","b"
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2011","Active population","60.8","b"
"Total","Finland","From 15 to 64 years","Percentage of total population","2011","Active population","74.9",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2011","Active population","77.2",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2011","Active population","72.7",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2011","Active population","79.9",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2011","Active population","82.4",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2011","Active population","77.3",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2011","Active population","75.5",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2011","Active population","81.5",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2011","Active population","69.6",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2011","Active population","84.5",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2011","Active population","87.2",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2011","Active population","81.7",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2011","Active population","77.8",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2011","Active population","79.9",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2011","Active population","75.7",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2011","Active population","82.8",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2011","Active population","88.7",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2011","Active population","76.7",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2011","Active population","64.2",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2011","Active population","76.8",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2011","Active population","51.2",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2011","Active population","53.2",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2011","Active population","75.6",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2011","Active population","31.0",""
"Total","United States","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
