"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2012","Active population","67.1",""
"Males","Bulgaria","From 15 to 64 years","Percentage of total population","2012","Active population","71.0",""
"Females","Bulgaria","From 15 to 64 years","Percentage of total population","2012","Active population","63.2",""
"Total","Czech Republic","From 15 to 64 years","Percentage of total population","2012","Active population","71.6",""
"Males","Czech Republic","From 15 to 64 years","Percentage of total population","2012","Active population","79.5",""
"Females","Czech Republic","From 15 to 64 years","Percentage of total population","2012","Active population","63.5",""
"Total","Denmark","From 15 to 64 years","Percentage of total population","2012","Active population","78.6",""
"Males","Denmark","From 15 to 64 years","Percentage of total population","2012","Active population","81.4",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2012","Active population","75.8",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2012","Active population","77.2",""
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2012","Active population","82.6",""
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2012","Active population","71.9",""
"Total","Estonia","From 15 to 64 years","Percentage of total population","2012","Active population","74.8",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2012","Active population","78.4",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2012","Active population","71.4",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2012","Active population","69.2",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2012","Active population","76.6",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2012","Active population","62.0",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2012","Active population","67.5",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2012","Active population","76.9",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2012","Active population","58.3",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2012","Active population","74.3",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2012","Active population","80.1",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2012","Active population","68.4",""
"Total","France","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Active population","70.7",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Active population","75.3",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Active population","66.3",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2012","Active population","63.9",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2012","Active population","69.8",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2012","Active population","58.0",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2012","Active population","63.5",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2012","Active population","73.7",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2012","Active population","53.4",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2012","Active population","73.5",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2012","Active population","80.7",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2012","Active population","66.9",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2012","Active population","74.4",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2012","Active population","77.1",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2012","Active population","72.0",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2012","Active population","71.8",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2012","Active population","73.7",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2012","Active population","70.1",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Active population","69.4",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Active population","75.9",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Active population","62.8",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2012","Active population","63.7",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2012","Active population","69.6",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2012","Active population","58.0",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2012","Active population","63.1",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2012","Active population","78.3",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2012","Active population","47.5",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2012","Active population","79.0",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2012","Active population","83.9",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2012","Active population","74.0",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2012","Active population","75.1",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2012","Active population","80.2",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2012","Active population","70.0",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2012","Active population","66.5",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2012","Active population","73.3",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2012","Active population","59.7",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2012","Active population","73.4",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2012","Active population","77.3",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2012","Active population","69.7",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2012","Active population","64.8",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2012","Active population","73.2",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2012","Active population","56.4",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2012","Active population","70.4",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2012","Active population","73.7",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2012","Active population","66.9",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2012","Active population","69.4",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2012","Active population","77.1",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2012","Active population","61.7",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2012","Active population","75.2",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2012","Active population","77.1",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2012","Active population","73.4",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2012","Active population","80.3",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2012","Active population","82.6",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2012","Active population","77.9",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2012","Active population","76.1",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2012","Active population","82.0",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2012","Active population","70.2",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2012","Active population","84.9",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2012","Active population","87.1",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2012","Active population","82.6",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2012","Active population","78.2",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2012","Active population","80.6",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2012","Active population","75.8",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2012","Active population","83.0",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2012","Active population","88.8",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2012","Active population","77.2",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2012","Active population","63.9",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2012","Active population","76.6",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2012","Active population","50.8",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2012","Active population","53.3",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2012","Active population","75.0",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2012","Active population","31.8",""
"Total","United States","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
