"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Finland","From 20 to 64 years","Percentage of total population","2012","Active population","77.2",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2012","Active population","85.5",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2012","Active population","88.5",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2012","Active population","82.3",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2012","Active population","79.6",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2012","Active population","86.3",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2012","Active population","73.1",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2012","Active population","86.4",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2012","Active population","89.3",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2012","Active population","83.4",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2012","Active population","82.2",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2012","Active population","85.1",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2012","Active population","79.1",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2012","Active population","85.6",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2012","Active population","91.5",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2012","Active population","79.5",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2012","Active population","69.6",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2012","Active population","83.4",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2012","Active population","55.4",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2012","Active population","57.4",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2012","Active population","81.1",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2012","Active population","34.0",""
"Total","United States","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
