"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Ireland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","82.9","b"
"Females","Ireland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.5","b"
"Total","Greece","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.8",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.1",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","51.7",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.7",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.6",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.6",""
"Total","France","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.1",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.9",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.9",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.1",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.9",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.7",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.7",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","49.9",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.8",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","86.4",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.7",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.2",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.5",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.7",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.6",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.1",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.6","b"
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","78.3","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.0","b"
"Total","Hungary","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.3",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.8",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.2",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.6",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.0",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","37.7",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.8",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","84.8",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.7",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.8","b"
"Males","Austria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.5","b"
"Females","Austria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.2","b"
"Total","Poland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.7",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.2",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.5",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.5",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.1",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.3",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.4",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","71.0",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.9",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.4",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.5",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.1",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.2",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.0",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.7",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.8",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.2",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.5",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.1",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","83.1",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.1",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.2","b"
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","82.2","b"
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.4","b"
"Total","Iceland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","86.7",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","91.5",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","81.4",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.9",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","84.3",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.5",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","45.0",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","54.0",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","35.8",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","48.2",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","73.0",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","24.2",""
"Total","United States","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
