"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Romania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.8",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","56.5",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.2",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.2",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.0",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.0",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","72.2",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","57.8",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.3",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.7",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.9",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.8",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","82.2",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","77.2",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.8",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","80.4",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.3",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","82.8",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","86.0",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.5",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","79.6",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","82.1",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","77.1",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","82.1",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","87.4",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","76.6",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","50.3",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.7",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","40.7",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","53.4",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","75.3",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","31.8",""
"Total","United States","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
