"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2014","Active population","76.7",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2014","Active population","82.2",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2014","Active population","71.3",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2014","Active population","87.4",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2014","Active population","90.0",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2014","Active population","84.7",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2014","Active population","78.0",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2014","Active population","80.1",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2014","Active population","75.9",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2014","Active population","83.8",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2014","Active population","88.5",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2014","Active population","79.0",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2014","Active population","65.3",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2014","Active population","77.7",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2014","Active population","52.5",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2014","Active population","55.1","b"
"Males","Turkey","From 15 to 64 years","Percentage of total population","2014","Active population","76.6","b"
"Females","Turkey","From 15 to 64 years","Percentage of total population","2014","Active population","33.6","b"
"Total","United States","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2014","Active population",":",""
