"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","72.7",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.4",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","78.7",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.2",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.9",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","72.6",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","57.6",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","71.1",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","76.4",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.1",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","63.5",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.7",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","56.3",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","71.9",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","75.6",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","67.9",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.4",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","74.6",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.2",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.5",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","74.7",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","72.4",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","78.3",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","80.9",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","75.7",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.9",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","79.7",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.2",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","80.6",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","83.2",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","77.8",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","80.6",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","83.1",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","77.9",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","47.9",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.4",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","37.1",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","47.8",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.4",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","25.8",""
"Total","United States","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
