"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.7","b"
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.6","b"
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.8","b"
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.4",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","79.6",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.9",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.8",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","78.6",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.0",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.0","b"
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","80.4","b"
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.7","b"
"Total","Estonia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","66.8",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.8",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.9",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.6",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.1",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.2",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","63.8",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.0",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","51.8",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.8",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.2",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.3",""
"Total","France","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.3",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.0",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.9",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.1",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.9",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.4",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","61.0",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","72.7",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","49.5",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.0",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","81.7",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.8",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.3",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.0",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.5",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.3",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","63.5",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.0",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.7",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","79.2",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.0",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.9",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.5",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","54.6",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.1",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","78.2",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","41.6",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.8","b"
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","82.8","b"
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.8","b"
"Total","Austria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.9",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","79.0",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.8",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.3","b"
"Males","Poland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","71.3","b"
"Females","Poland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.3","b"
"Total","Portugal","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.3",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.4",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.6",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.8","b"
"Males","Romania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.1","b"
"Females","Romania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.5","b"
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.3",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.0",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","66.5",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.6",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","71.9",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.4",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.0",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.5",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","71.5",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","78.1",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","81.1",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.0",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.5",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","79.3",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.9",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","80.4",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","83.1",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","77.6",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","79.6",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","82.1",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.9",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","81.1",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","87.6",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.6",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","48.1",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.4",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","37.5",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","50.0",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","72.7",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","28.0",""
"Total","United States","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
