"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Denmark","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.6",""
"Females","Denmark","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","71.1",""
"Total","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","71.3","b"
"Males","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.3","b"
"Females","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","66.2","b"
"Total","Estonia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","61.2",""
"Males","Estonia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","61.7",""
"Females","Estonia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.8",""
"Total","Ireland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.6",""
"Males","Ireland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","63.5",""
"Females","Ireland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","55.8",""
"Total","Greece","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.1",""
"Males","Greece","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.3",""
"Females","Greece","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","48.0",""
"Total","Spain","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.8",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.8",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.8",""
"Total","France","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","France","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.0",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.3",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.8",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.4",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.7",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.1",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.8",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.5",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","46.1",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.9",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.3",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","63.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.5",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.9",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.0",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.6",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.5",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.5",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.2",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.1",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.2",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","54.9",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.9",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","50.2",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.2",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","72.5",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","39.5",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.7","b"
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","80.0","b"
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.3","b"
"Total","Austria","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.8",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.0",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.9","b"
"Males","Poland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.3","b"
"Females","Poland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.6","b"
"Total","Portugal","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.3",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.8",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","61.0",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.2","b"
"Males","Romania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.9","b"
"Females","Romania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.5","b"
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","66.2",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.6",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.6",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.8",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.2",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.3",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.1",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.4",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","66.9",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","72.1",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.6",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.7",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.4",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.4",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.5",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","78.2",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","80.1",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.2",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.3",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","77.3",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.3",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","78.6",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","84.6",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","72.5",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","43.5",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.8",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","34.0",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","46.3",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","66.7",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","26.2",""
"Total","United States","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
