"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Portugal","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.8",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.8",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.8",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","52.8",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.8",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.7",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.6",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","60.7",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.4",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","53.0",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.3",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.1",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.5",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.2",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.5",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","71.8",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","71.5","b"
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.6","b"
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5","b"
"Total","Iceland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","85.1",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","89.1",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","80.8",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.8",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","79.5",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","74.0",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","40.7",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","48.8",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","32.3",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","44.6",""
"Males","Turkey","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.8",""
"Females","Turkey","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","22.8",""
"Total","United States","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
