"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.3",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2015","Active population","77.2",""
"Total","European Union (27 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.1",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2006","Active population","71.6",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.1",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2007","Active population","71.9",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","66.8",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2008","Active population","72.3",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","67.1",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","72.3",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.7",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2010","Active population","72.3",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.4",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2011","Active population","72.4",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","65.4",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2012","Active population","72.9",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.1",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","73.2",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.0",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","73.4",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.6",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","73.5",""
"Total","European Union (15 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.2",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2006","Active population","75.8",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","70.2",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2007","Active population","76.0",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","71.0",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2008","Active population","76.4",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.3",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2009","Active population","76.5",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","69.9",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2010","Active population","76.6",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","69.6",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","76.7",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","69.6",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2012","Active population","77.2",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.3",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2013","Active population","77.5",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.2",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2014","Active population","77.8",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.8",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2015","Active population","78.0",""
"Total","European Union (15 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.5",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2006","Active population","70.4",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2007","Active population","70.8",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2008","Active population","71.2",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.8",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","71.3",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.4",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2010","Active population","71.3",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.0",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2011","Active population","71.4",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.1",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2012","Active population","72.0",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.7",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.2",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.4",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.4",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.9",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Total","Euro area (19 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2006","Active population","74.9",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.0",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2007","Active population","75.2",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2008","Active population","75.7",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.2",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2009","Active population","75.8",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.8",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2010","Active population","75.8",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.4",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.9",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.4",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2012","Active population","76.5",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.0",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2013","Active population","76.7",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.7",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2014","Active population","77.0",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.2",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2015","Active population","77.2",""
"Total","Euro area (19 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.0",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2006","Active population","70.4",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.6",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2007","Active population","70.8",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2008","Active population","71.2",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.8",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","71.3",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2010","Active population","71.3",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.1",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2011","Active population","71.4",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.2",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2012","Active population","72.0",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.7",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.2",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.4",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.3",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.9",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Total","Euro area (18 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2006","Active population","74.9",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.9",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2007","Active population","75.2",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2008","Active population","75.7",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.2",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2009","Active population","75.8",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.8",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2010","Active population","75.8",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.4",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.9",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.4",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2012","Active population","76.5",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.0",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2013","Active population","76.7",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.7",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2014","Active population","76.9",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.2",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2015","Active population","77.2",""
"Total","Euro area (18 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.9",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2006","Active population","70.4",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2007","Active population","70.8",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.5",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2008","Active population","71.2",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.8",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Active population","71.3",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2010","Active population","71.3",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.1",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2011","Active population","71.4",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.2",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2012","Active population","71.9",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.7",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2013","Active population","72.1",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.4",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2014","Active population","72.3",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.9",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Active population","72.4",""
"Total","Euro area (17 countries)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.5",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2006","Active population","74.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2007","Active population","75.2",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.8",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2008","Active population","75.6",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.2",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2009","Active population","75.7",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.8",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2010","Active population","75.8",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.4",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2011","Active population","75.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.4",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2012","Active population","76.4",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.0",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2013","Active population","76.7",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.6",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2014","Active population","76.9",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.1",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2015","Active population","77.1",""
"Total","Euro area (17 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.9",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2006","Active population","66.5",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.0",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2007","Active population","67.1",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.0",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2008","Active population","67.1",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","62.4",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2009","Active population","66.9",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","61.6",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2010","Active population","67.7",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","62.0",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2011","Active population","66.7",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.9",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2012","Active population","66.9",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.8",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2013","Active population","67.5",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","61.8",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2014","Active population","67.7",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.9",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Total","Belgium","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.8",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2006","Active population","72.3",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.5",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2007","Active population","72.9",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.7",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2008","Active population","73.0",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.0",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2009","Active population","72.7",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","67.1",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2010","Active population","73.5",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","67.6",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2011","Active population","72.3",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.3",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2012","Active population","72.5",""
