"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.9","b"
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.9","b"
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.7","b"
"Total","Denmark","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","75.7",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.0",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","72.4",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","76.5","b"
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","81.7","b"
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.3","b"
"Total","Estonia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.6",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.5",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.8",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","63.8",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.2",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","59.4",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","59.6",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.8",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","48.7",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","62.0",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.7",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","56.1",""
"Total","France","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Males","France","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","69.2",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","74.0",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.7",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","59.8",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.1",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","53.6",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.0",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","72.5",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","49.9",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.4",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.6",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.7",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.3",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.5",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","65.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.9",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.2",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.6",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.1",""
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","78.1",""
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.9",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.4",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.4",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","54.7",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.6",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.0",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","43.8",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","76.4","b"
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","82.4","b"
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.4","b"
"Total","Austria","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","74.2",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.2",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","69.2",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.5",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.9",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","57.2",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.8","b"
"Males","Portugal","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.2","b"
"Females","Portugal","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.6","b"
"Total","Romania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","63.8",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.5",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","56.2",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","68.4",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.8",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.8",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","65.0","b"
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","72.5","b"
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","57.4","b"
"Total","Finland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.8",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","75.6",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.9",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.4",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","82.1",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","76.5",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.5",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.3",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.8",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","80.6",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","83.3",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","77.9",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","79.6",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","82.1",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","77.1",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","81.8",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","88.2",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","75.4",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","48.4",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","57.8",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","38.8",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","52.2",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","75.1",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","29.7",""
"Total","United States","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
