"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Spain","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","56.0",""
"Males","Spain","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.7",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","51.2",""
"Total","France","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.8",""
"Males","France","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.3",""
"Females","France","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.4",""
"Total","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.2",""
"Males","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.7",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.9",""
"Total","Croatia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","54.6",""
"Males","Croatia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.1",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","50.0",""
"Total","Italy","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","55.7",""
"Males","Italy","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.7",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","46.8",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.1",""
"Males","Cyprus","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.0",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","58.6",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.3",""
"Males","Latvia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.4",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.3",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.7",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.5",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.9",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.6",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","72.6",""
"Females","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.5",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.8",""
"Males","Hungary","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.8",""
"Females","Hungary","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","55.9",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.4",""
"Males","Malta","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","74.9",""
"Females","Malta","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","49.5",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Males","Netherlands","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","78.1",""
"Females","Netherlands","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.1",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.1",""
"Males","Austria","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","75.2",""
"Females","Austria","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.9",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.7",""
"Males","Poland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.2",""
"Females","Poland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","55.2",""
"Total","Portugal","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.6",""
"Males","Portugal","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.8",""
"Females","Portugal","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","59.6",""
"Total","Romania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.0",""
"Males","Romania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.7",""
"Females","Romania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","53.3",""
"Total","Slovenia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.9",""
"Males","Slovenia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.5",""
"Females","Slovenia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.0",""
"Total","Slovakia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.0",""
"Males","Slovakia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.6",""
"Females","Slovakia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","54.3",""
"Total","Finland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.7",""
"Males","Finland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.5",""
"Females","Finland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.0",""
"Total","Sweden","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","74.9",""
"Males","Sweden","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","76.5",""
"Females","Sweden","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Total","United Kingdom","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.9",""
"Males","United Kingdom","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","76.8",""
"Females","United Kingdom","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.1",""
"Total","Iceland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","82.9",""
"Males","Iceland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","85.4",""
"Females","Iceland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","80.5",""
"Total","Norway","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","75.2",""
"Males","Norway","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","77.0",""
"Females","Norway","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.4",""
"Total","Switzerland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","79.8",""
"Males","Switzerland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","84.4",""
"Females","Switzerland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","75.1",""
"Total","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","46.9",""
"Males","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","56.1",""
"Females","Former Yugoslav Republic of Macedonia, the","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","37.4",""
"Total","Turkey","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","49.5","b"
"Males","Turkey","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","69.5","b"
"Females","Turkey","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","29.5","b"
"Total","United States","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)",":",""
