"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Belgium","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.0",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.1",""
"Males","Bulgaria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.4",""
"Females","Bulgaria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.8",""
"Total","Czech Republic","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.8",""
"Males","Czech Republic","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","83.0",""
"Females","Czech Republic","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.4",""
"Total","Denmark","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.5",""
"Males","Denmark","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","80.2",""
"Females","Denmark","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.6",""
"Total","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","78.0",""
"Males","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","82.3",""
"Females","Germany (until 1990 former territory of the FRG)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.6",""
"Total","Estonia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.5",""
"Males","Estonia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","80.5",""
"Females","Estonia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.6",""
"Total","Ireland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.7",""
"Males","Ireland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.1",""
"Females","Ireland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.6",""
"Total","Greece","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","54.9",""
"Males","Greece","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.0",""
"Females","Greece","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","46.0",""
"Total","Spain","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.0",""
"Males","Spain","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.6",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","56.4",""
"Total","France","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.5",""
"Males","France","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.2",""
"Females","France","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.0",""
"Total","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.0",""
"Males","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.6",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.5",""
"Total","Croatia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.5",""
"Males","Croatia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.2",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","55.8",""
"Total","Italy","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.5",""
"Males","Italy","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.6",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","50.6",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.9",""
"Males","Cyprus","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.3",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.0",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.5",""
"Males","Latvia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.6",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.5",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.3",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.6",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.2",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.9","b"
"Males","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.7","b"
"Females","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.0","b"
"Total","Hungary","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.9",""
"Males","Hungary","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.8",""
"Females","Hungary","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.1",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.8",""
"Males","Malta","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","81.4",""
"Females","Malta","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","53.6",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.4",""
"Males","Netherlands","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","81.9",""
"Females","Netherlands","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.8",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.3",""
"Males","Austria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","78.4",""
"Females","Austria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.2",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.8",""
"Males","Poland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.7",""
"Females","Poland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.9",""
"Total","Portugal","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.1",""
"Males","Portugal","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.6",""
"Females","Portugal","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","65.9",""
"Total","Romania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.0",""
"Males","Romania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.7",""
"Females","Romania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","57.2",""
"Total","Slovenia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","69.1",""
"Males","Slovenia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.3",""
"Females","Slovenia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.7",""
"Total","Slovakia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.7",""
"Males","Slovakia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.0",""
"Females","Slovakia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.3",""
"Total","Finland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.9",""
"Males","Finland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.9",""
"Females","Finland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.8",""
"Total","Sweden","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","80.5",""
"Males","Sweden","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","82.5",""
"Females","Sweden","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","78.3",""
"Total","United Kingdom","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.8",""
"Males","United Kingdom","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","82.5",""
"Females","United Kingdom","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.3",""
"Total","Iceland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","86.5",""
"Males","Iceland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","89.6",""
"Females","Iceland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","83.3",""
"Total","Norway","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","79.1",""
"Males","Norway","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","81.3",""
"Females","Norway","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.7",""
"Total","Switzerland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","82.8",""
"Males","Switzerland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","87.3",""
"Females","Switzerland","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","78.2",""
"Total","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","51.9",""
"Males","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.5",""
"Females","Former Yugoslav Republic of Macedonia, the","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","42.1",""
"Total","Turkey","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","53.9",""
"Males","Turkey","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","75.3",""
"Females","Turkey","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","32.5",""
"Total","United States","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Males","United States","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Females","United States","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Total","Japan","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Males","Japan","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Females","Japan","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Total","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Males","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
"Females","Euro area (13 countries)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)",":",""
